year,suicides_no,population,indexedCountry,indexedage
2015,1,58753,42.0,5.0
2015,31,515349,42.0,0.0
2015,15,484397,42.0,1.0
2015,38,620958,42.0,2.0
2015,1,513926,42.0,3.0
2015,7,225820,42.0,4.0
2015,0,35187,42.0,5.0
1981,122,3890000,50.0,0.0
1981,206,3725600,50.0,1.0
1981,912,7130800,50.0,2.0
1981,5,3493600,50.0,3.0
1981,970,5730400,50.0,4.0
1981,314,1467800,50.0,5.0
1981,748,4020900,50.0,0.0
1981,1736,3622500,50.0,1.0
1981,4608,6286600,50.0,2.0
1981,40,3610100,50.0,3.0
1981,1792,3011500,50.0,4.0
1981,430,556000,50.0,5.0
1982,126,3826200,50.0,0.0
1982,247,3811500,50.0,1.0
1982,897,7014500,50.0,2.0
1982,4,3505300,50.0,3.0
1982,995,5825400,50.0,4.0
1982,386,1522200,50.0,5.0
1982,718,3954100,50.0,0.0
1982,1789,3722100,50.0,1.0
1982,4724,6223500,50.0,2.0
1982,48,3622300,50.0,3.0
1982,2126,3121200,50.0,4.0
1982,468,574800,50.0,5.0
1985,117,3579500,50.0,0.0
1985,204,3921300,50.0,1.0
1985,763,6836100,50.0,2.0
1985,11,3556100,50.0,3.0
1985,1028,6084100,50.0,4.0
1985,393,1678800,50.0,5.0
1985,614,3679300,50.0,0.0
1985,1573,3859900,50.0,1.0
1985,4064,6125800,50.0,2.0
1985,35,3682400,50.0,3.0
1985,2065,3505500,50.0,4.0
1985,472,618800,50.0,5.0
1986,116,3507700,50.0,0.0
1986,210,3943900,50.0,1.0
1986,683,6837700,50.0,2.0
1986,15,3563700,50.0,3.0
1986,1023,6106500,50.0,4.0
1986,485,1737000,50.0,5.0
1986,510,3599300,50.0,0.0
1986,1266,3883300,50.0,1.0
1986,2910,6147000,50.0,2.0
1986,52,3688600,50.0,3.0
1986,1687,3594600,50.0,4.0
1986,513,634300,50.0,5.0
1987,128,3459900,50.0,0.0
1987,176,3953000,50.0,1.0
1987,770,6881800,50.0,2.0
1987,9,3560800,50.0,3.0
1987,1024,6070300,50.0,4.0
1987,486,1816100,50.0,5.0
1987,488,3543900,50.0,0.0
1987,1383,3890300,50.0,1.0
1987,3093,6206800,50.0,2.0
1987,53,3683900,50.0,3.0
1987,1934,3652600,50.0,4.0
1987,506,654800,50.0,5.0
1988,182,3427500,50.0,0.0
1988,179,3961000,50.0,1.0
1988,656,6963500,50.0,2.0
1988,15,3578200,50.0,3.0
1988,1000,5995800,50.0,4.0
1988,476,1881000,50.0,5.0
1988,494,3509600,50.0,0.0
1988,1383,3895600,50.0,1.0
1988,3002,6294000,50.0,2.0
1988,69,3698600,50.0,3.0
1988,1773,3672700,50.0,4.0
1988,522,672400,50.0,5.0
1989,180,3422300,50.0,0.0
1989,216,3945800,50.0,1.0
1989,759,7074400,50.0,2.0
1989,13,3612500,50.0,3.0
1989,923,5897500,50.0,4.0
1989,500,1931900,50.0,5.0
1989,573,3509000,50.0,0.0
1989,1578,3878600,50.0,1.0
1989,3547,6392000,50.0,2.0
1989,61,3733100,50.0,3.0
1989,1948,3678800,50.0,4.0
1989,589,685800,50.0,5.0
1990,165,3454600,50.0,0.0
1990,203,3904100,50.0,1.0
1990,704,7140700,50.0,2.0
1990,6,3638400,50.0,3.0
1990,886,5866100,50.0,4.0
1990,452,1956100,50.0,5.0
1990,613,3544600,50.0,0.0
1990,1490,3837800,50.0,1.0
1990,3570,6444100,50.0,2.0
1990,59,3763100,50.0,3.0
1990,2003,3733600,50.0,4.0
1990,494,688400,50.0,5.0
1991,137,3495000,50.0,0.0
1991,189,3862900,50.0,1.0
1991,677,7148300,50.0,2.0
1991,19,3665700,50.0,3.0
1991,867,5958600,50.0,4.0
1991,473,1920400,50.0,5.0
1991,618,3586700,50.0,0.0
1991,1465,3801300,50.0,1.0
1991,3634,6449100,50.0,2.0
1991,64,3793000,50.0,3.0
1991,2075,3852600,50.0,4.0
1991,482,667000,50.0,5.0
1992,189,3534200,50.0,0.0
1992,229,3822300,50.0,1.0
1992,816,7111100,50.0,2.0
1992,13,3704800,50.0,3.0
1992,920,6140300,50.0,4.0
1992,371,1858400,50.0,5.0
1992,623,3628400,50.0,0.0
1992,1589,3768500,50.0,1.0
1992,3995,6422200,50.0,2.0
1992,68,3833300,50.0,3.0
1992,2323,4028200,50.0,4.0
1992,530,635600,50.0,5.0
1993,152,3565100,50.0,0.0
1993,229,3766200,50.0,1.0
1993,779,7042800,50.0,2.0
1993,20,3738000,50.0,3.0
1993,940,6338500,50.0,4.0
1993,485,1795100,50.0,5.0
1993,795,3668700,50.0,0.0
1993,1691,3714200,50.0,1.0
1993,4100,6371900,50.0,2.0
1993,65,3869500,50.0,3.0
1993,2654,4202500,50.0,4.0
1993,559,608000,50.0,5.0
1994,175,3582800,50.0,0.0
1994,232,3673200,50.0,1.0
1994,761,6981000,50.0,2.0
1994,18,3735700,50.0,3.0
1994,1087,6467700,50.0,4.0
1994,490,1751000,50.0,5.0
1994,879,3699700,50.0,0.0
1994,1763,3626300,50.0,1.0
1994,4618,6326300,50.0,2.0
1994,60,3870700,50.0,3.0
1994,3174,4314500,50.0,4.0
1994,569,590100,50.0,5.0
1995,187,3596300,50.0,0.0
1995,243,3568500,50.0,1.0
1995,752,6952800,50.0,2.0
1995,16,3697600,50.0,3.0
1995,1029,6535200,50.0,4.0
1995,405,1716300,50.0,5.0
1995,948,3722600,50.0,0.0
1995,1854,3534800,50.0,1.0
1995,4986,6306200,50.0,2.0
1995,68,3834000,50.0,3.0
1995,3505,4375300,50.0,4.0
1995,548,575700,50.0,5.0
1996,165,3595700,50.0,0.0
1996,248,3485900,50.0,1.0
1996,783,6949100,50.0,2.0
1996,12,3643500,50.0,3.0
1996,1079,6561400,50.0,4.0
1996,378,1692100,50.0,5.0
1996,1023,3723000,50.0,0.0
1996,1870,3471700,50.0,1.0
1996,5203,6305700,50.0,2.0
1996,76,3782500,50.0,3.0
1996,3821,4397200,50.0,4.0
1996,502,566700,50.0,5.0
1997,172,3582900,50.0,0.0
1997,248,3431000,50.0,1.0
1997,795,6985700,50.0,2.0
1997,17,3572200,50.0,3.0
1997,1152,6513400,50.0,4.0
1997,409,1699100,50.0,5.0
1997,986,3702700,50.0,0.0
1997,1859,3444700,50.0,1.0
1997,4994,6339200,50.0,2.0
1997,61,3713800,50.0,3.0
1997,3735,4369600,50.0,4.0
1997,475,568700,50.0,5.0
1998,196,3589900,50.0,0.0
1998,219,3392600,50.0,1.0
1998,814,7089100,50.0,2.0
1998,25,3462400,50.0,3.0
1998,1155,6376000,50.0,4.0
1998,432,1731300,50.0,5.0
1998,1049,3701100,50.0,0.0
1998,1830,3435200,50.0,1.0
1998,4969,6430500,50.0,2.0
1998,53,3605000,50.0,3.0
1998,3589,4280900,50.0,4.0
1998,458,581400,50.0,5.0
1999,158,3614400,50.0,0.0
1999,247,3372900,50.0,1.0
1999,765,7197600,50.0,2.0
1999,14,3324800,50.0,3.0
1999,1002,6200500,50.0,4.0
1999,451,1784000,50.0,5.0
1999,1054,3720800,50.0,0.0
1999,1800,3434800,50.0,1.0
1999,4878,6525800,50.0,2.0
1999,79,3467900,50.0,3.0
1999,3489,4166600,50.0,4.0
1999,426,605300,50.0,5.0
2000,196,3630400,50.0,0.0
2000,251,3382900,50.0,1.0
2000,774,7293800,50.0,2.0
2000,21,3181200,50.0,3.0
2000,956,6006000,50.0,4.0
2000,435,1844800,50.0,5.0
2000,1097,3738100,50.0,0.0
2000,1740,3450300,50.0,1.0
2000,5076,6605200,50.0,2.0
2000,95,3325300,50.0,3.0
2000,3380,4033000,50.0,4.0
2000,446,634400,50.0,5.0
2001,147,3645803,50.0,0.0
2001,218,3402526,50.0,1.0
2001,649,7353384,50.0,2.0
2001,16,3024966,50.0,3.0
2001,775,5837138,50.0,4.0
2001,387,1908369,50.0,5.0
2001,1073,3754386,50.0,0.0
2001,1633,3474267,50.0,1.0
2001,4698,6650575,50.0,2.0
2001,67,3170134,50.0,3.0
2001,3001,3915328,50.0,4.0
2001,467,669093,50.0,5.0
2002,142,3643296,50.0,0.0
2002,218,3329776,50.0,1.0
2002,673,7327153,50.0,2.0
2002,13,2823973,50.0,3.0
2002,759,5786181,50.0,4.0
2002,364,1946556,50.0,5.0
2002,998,3782174,50.0,0.0
2002,1660,3300031,50.0,1.0
2002,4398,6565032,50.0,2.0
2002,55,2968238,50.0,3.0
2002,2738,3911379,50.0,4.0
2002,518,676228,50.0,5.0
2003,131,3659937,50.0,0.0
2003,214,3341089,50.0,1.0
2003,669,7305670,50.0,2.0
2003,17,2668337,50.0,3.0
2003,738,5689228,50.0,4.0
2003,381,2008320,50.0,5.0
2003,994,3808250,50.0,0.0
2003,1628,3316494,50.0,1.0
2003,4312,6534189,50.0,2.0
2003,50,2804341,50.0,3.0
2003,2648,3837902,50.0,4.0
2003,531,723626,50.0,5.0
2004,109,3656474,50.0,0.0
2004,183,3360017,50.0,1.0
2004,585,7238033,50.0,2.0
2004,12,2520560,50.0,3.0
2004,603,5648458,50.0,4.0
2004,373,2061225,50.0,5.0
2004,944,3810633,50.0,0.0
2004,1489,3342201,50.0,1.0
2004,4132,6464700,50.0,2.0
2004,58,2649047,50.0,3.0
2004,2260,3807447,50.0,4.0
2004,508,764031,50.0,5.0
2005,139,3626595,50.0,0.0
2005,182,3380536,50.0,1.0
2005,515,7160448,50.0,2.0
2005,7,2384747,50.0,3.0
2005,576,5634590,50.0,4.0
2005,342,2109628,50.0,5.0
2005,861,3784581,50.0,0.0
2005,1467,3369930,50.0,1.0
2005,3771,6387431,50.0,2.0
2005,49,2506950,50.0,3.0
2005,2151,3793291,50.0,4.0
2005,561,800543,50.0,5.0
2006,98,3577436,50.0,0.0
2006,170,3394295,50.0,1.0
2006,540,7108424,50.0,2.0
2006,9,2260713,50.0,3.0
2006,563,5633228,50.0,4.0
2006,333,2134223,50.0,5.0
2006,837,3739295,50.0,0.0
2006,1455,3390847,50.0,1.0
2006,3420,6336363,50.0,2.0
2006,33,2377451,50.0,3.0
2006,1993,3782567,50.0,4.0
2006,562,825192,50.0,5.0
2007,129,3511720,50.0,0.0
2007,181,3405078,50.0,1.0
2007,500,7060722,50.0,2.0
2007,11,2155250,50.0,3.0
2007,483,5668759,50.0,4.0
2007,325,2125683,50.0,5.0
2007,987,3673201,50.0,0.0
2007,1546,3414696,50.0,1.0
2007,3392,6292640,50.0,2.0
2007,39,2268187,50.0,3.0
2007,1922,3792721,50.0,4.0
2007,517,830015,50.0,5.0
2008,118,3405168,50.0,0.0
2008,182,3441323,50.0,1.0
2008,528,7018040,50.0,2.0
2008,17,2078121,50.0,3.0
2008,483,5726858,50.0,4.0
2008,347,2087152,50.0,5.0
2008,856,3561320,50.0,0.0
2008,1452,3466915,50.0,1.0
2008,3027,6254054,50.0,2.0
2008,36,2188808,50.0,3.0
2008,1854,3810278,50.0,4.0
2008,554,818086,50.0,5.0
2009,148,3267238,50.0,0.0
2009,186,3494937,50.0,1.0
2009,502,6971143,50.0,2.0
2009,19,2027867,50.0,3.0
2009,556,5806966,50.0,4.0
2009,313,2034703,50.0,5.0
2009,906,3418274,50.0,0.0
2009,1504,3534883,50.0,1.0
2009,3133,6221337,50.0,2.0
2009,34,2136975,50.0,3.0
2009,1882,3841612,50.0,4.0
2009,532,802009,50.0,5.0
2010,154,3125122,50.0,0.0
2010,170,3534635,50.0,1.0
2010,458,6928455,50.0,2.0
2010,15,1993721,50.0,3.0
2010,479,5860094,50.0,4.0
2010,303,2016954,50.0,5.0
2010,843,3271660,50.0,0.0
2010,1457,3589324,50.0,1.0
2010,2853,6203439,50.0,2.0
2010,35,2102478,50.0,3.0
2010,1827,3866232,50.0,4.0
2010,495,804695,50.0,5.0
2011,157,2973653,50.0,0.0
2011,160,3570316,50.0,1.0
2011,464,6890333,50.0,2.0
2011,20,1976990,50.0,3.0
2011,552,5873828,50.0,4.0
2011,311,2047428,50.0,5.0
2011,850,3114554,50.0,0.0
2011,1457,3638908,50.0,1.0
2011,2664,6194997,50.0,2.0
2011,46,2085831,50.0,3.0
2011,1761,3877753,50.0,4.0
2011,531,830200,50.0,5.0
2012,126,2819749,50.0,0.0
2012,186,3607893,50.0,1.0
2012,494,6837697,50.0,2.0
2012,20,1984557,50.0,3.0
2012,524,5852504,50.0,4.0
2012,347,2131156,50.0,5.0
2012,838,2960881,50.0,0.0
2012,1450,3692383,50.0,1.0
2012,2680,6175567,50.0,2.0
2012,35,2094456,50.0,3.0
2012,1768,3880830,50.0,4.0
2012,590,878262,50.0,5.0
2014,118,2408666,50.0,0.0
2014,197,3444110,50.0,1.0
2014,423,6365806,50.0,2.0
2014,14,1959353,50.0,3.0
2014,465,5487093,50.0,4.0
2014,339,2203221,50.0,5.0
2014,560,2541203,50.0,0.0
2014,1302,3543016,50.0,1.0
2014,2363,5814873,50.0,2.0
2014,21,2074827,50.0,3.0
2014,1558,3702856,50.0,4.0
2014,608,919141,50.0,5.0
2015,117,2281055,50.0,0.0
2015,168,3421535,50.0,1.0
2015,427,6309963,50.0,2.0
2015,19,2010824,50.0,3.0
2015,399,5508376,50.0,4.0
2015,296,2261462,50.0,5.0
2015,507,2408074,50.0,0.0
2015,1114,3527229,50.0,1.0
2015,2181,5795334,50.0,2.0
2015,33,2131084,50.0,3.0
2015,1644,3747724,50.0,4.0
2015,669,942786,50.0,5.0
2005,7,281194,107.0,0.0
2005,6,343997,107.0,1.0
2005,3,286724,107.0,2.0
2005,0,261386,107.0,3.0
2005,0,37641,107.0,4.0
2005,0,5259,107.0,5.0
2005,7,454397,107.0,0.0
2005,28,1132761,107.0,1.0
2005,42,1083147,107.0,2.0
2005,0,282770,107.0,3.0
2005,3,104270,107.0,4.0
2005,0,6887,107.0,5.0
2006,1,317537,107.0,0.0
2006,5,383191,107.0,1.0
2006,6,320618,107.0,2.0
2006,0,271444,107.0,3.0
2006,2,40353,107.0,4.0
2006,0,5553,107.0,5.0
2006,7,595516,107.0,0.0
2006,37,1335454,107.0,1.0
2006,30,1244561,107.0,2.0
2006,0,287845,107.0,3.0
2006,2,114304,107.0,4.0
2006,0,7503,107.0,5.0
2007,4,350408,107.0,0.0
2007,4,431502,107.0,1.0
2007,3,365164,107.0,2.0
2007,0,284824,107.0,3.0
2007,2,43719,107.0,4.0
2007,0,5982,107.0,5.0
2007,18,710296,107.0,0.0
2007,33,1586738,107.0,1.0
2007,35,1481890,107.0,2.0
2007,0,297991,107.0,3.0
2007,2,128386,107.0,4.0
2007,0,8489,107.0,5.0
2008,4,374233,107.0,0.0
2008,10,485856,107.0,1.0
2008,4,417902,107.0,2.0
2008,0,300552,107.0,3.0
2008,0,47552,107.0,4.0
2008,0,6441,107.0,5.0
2008,18,776831,107.0,0.0
2008,25,1856262,107.0,1.0
2008,36,1776139,107.0,2.0
2008,0,314457,107.0,3.0
2008,3,144591,107.0,4.0
2008,0,9542,107.0,5.0
2009,7,385569,107.0,0.0
2009,4,539991,107.0,1.0
2009,2,475003,107.0,2.0
2009,2,316123,107.0,3.0
2009,0,51590,107.0,4.0
2009,0,6796,107.0,5.0
2009,15,780955,107.0,0.0
2009,52,2097782,107.0,1.0
2009,39,2094463,107.0,2.0
2009,0,332784,107.0,3.0
2009,3,161132,107.0,4.0
2009,0,10292,107.0,5.0
2010,6,385198,107.0,0.0
2010,14,587552,107.0,1.0
2010,1,533458,107.0,2.0
2010,0,329210,107.0,3.0
2010,1,55621,107.0,4.0
2010,0,6996,107.0,5.0
2010,10,730245,107.0,0.0
2010,39,2271630,107.0,1.0
2010,34,2405804,107.0,2.0
2010,0,346223,107.0,3.0
2010,5,177232,107.0,4.0
2010,1,10567,107.0,5.0
1979,119,4189200,17.0,0.0
1979,203,3917300,17.0,1.0
1979,617,6438700,17.0,2.0
1979,3,4212200,17.0,3.0
1979,742,6191200,17.0,4.0
1979,171,2083600,17.0,5.0
1979,304,4387000,17.0,0.0
1979,522,3991400,17.0,1.0
1979,970,6459700,17.0,2.0
1979,9,4449000,17.0,3.0
1979,867,5198400,17.0,4.0
1979,238,978100,17.0,5.0
1980,126,4285800,17.0,0.0
1980,180,3923300,17.0,1.0
1980,620,6448800,17.0,2.0
1980,1,4093900,17.0,3.0
1980,762,6169800,17.0,4.0
1980,226,2134900,17.0,5.0
1980,302,4478200,17.0,0.0
1980,524,3995700,17.0,1.0
1980,1027,6473200,17.0,2.0
1980,2,4323200,17.0,3.0
1980,930,5199400,17.0,4.0
1980,217,1007600,17.0,5.0
1981,93,4354580,17.0,0.0
1981,180,3939832,17.0,1.0
1981,572,6557760,17.0,2.0
1981,3,3956088,17.0,3.0
1981,787,6239479,17.0,4.0
1981,222,2213211,17.0,5.0
1981,333,4519766,17.0,0.0
1981,587,3998386,17.0,1.0
1981,1090,6570083,17.0,2.0
1981,5,4168937,17.0,3.0
1981,920,5276568,17.0,4.0
1981,233,1064802,17.0,5.0
1982,93,4472261,17.0,0.0
1982,190,3885960,17.0,1.0
1982,538,6638818,17.0,2.0
1982,4,3818465,17.0,3.0
1982,689,6131674,17.0,4.0
1982,217,2264175,17.0,5.0
1982,320,4654275,17.0,0.0
1982,576,3933773,17.0,1.0
1982,1127,6653792,17.0,2.0
1982,5,4028272,17.0,3.0
1982,934,5216409,17.0,4.0
1982,240,1097268,17.0,5.0
1983,101,4522167,17.0,0.0
1983,146,3839552,17.0,1.0
1983,525,6740451,17.0,2.0
1983,7,3691073,17.0,3.0
1983,681,6082417,17.0,4.0
1983,223,2317235,17.0,5.0
1983,335,4701030,17.0,0.0
1983,549,3894022,17.0,1.0
1983,1168,6754823,17.0,2.0
1983,3,3895376,17.0,3.0
1983,943,5197840,17.0,4.0
1983,245,1133727,17.0,5.0
1984,76,4546499,17.0,0.0
1984,151,3854241,17.0,1.0
1984,546,6815265,17.0,2.0
1984,2,3599212,17.0,3.0
1984,648,6039369,17.0,4.0
1984,228,2372317,17.0,5.0
1984,364,4728685,17.0,0.0
1984,569,3920027,17.0,1.0
1984,1200,6835439,17.0,2.0
1984,3,3800891,17.0,3.0
1984,894,5182739,17.0,4.0
1984,262,1170154,17.0,5.0
1985,86,4549121,17.0,0.0
1985,176,3899906,17.0,1.0
1985,505,6879295,17.0,2.0
1985,2,3542919,17.0,3.0
1985,678,6002096,17.0,4.0
1985,237,2418692,17.0,5.0
1985,411,4731293,17.0,0.0
1985,620,3969689,17.0,1.0
1985,1208,6899879,17.0,2.0
1985,3,3740694,17.0,3.0
1985,915,5170113,17.0,4.0
1985,264,1202838,17.0,5.0
1986,97,4538658,17.0,0.0
1986,161,3980652,17.0,1.0
1986,424,6933075,17.0,2.0
1986,2,3480190,17.0,3.0
1986,541,5964761,17.0,4.0
1986,223,2454593,17.0,5.0
1986,449,4715034,17.0,0.0
1986,616,4039982,17.0,1.0
1986,1152,6950315,17.0,2.0
1986,2,3674904,17.0,3.0
1986,892,5159651,17.0,4.0
1986,280,1227718,17.0,5.0
1987,105,4483586,17.0,0.0
1987,168,4073306,17.0,1.0
1987,417,6986157,17.0,2.0
1987,3,3435125,17.0,3.0
1987,464,5919684,17.0,4.0
1987,174,2508896,17.0,5.0
1987,461,4665275,17.0,0.0
1987,618,4130709,17.0,1.0
1987,1072,6997144,17.0,2.0
1987,7,3625848,17.0,3.0
1987,857,5141737,17.0,4.0
1987,248,1272201,17.0,5.0
1988,120,4389539,17.0,0.0
1988,171,4162366,17.0,1.0
1988,417,7055435,17.0,2.0
1988,2,3412369,17.0,3.0
1988,445,5863850,17.0,4.0
1988,205,2551912,17.0,5.0
1988,565,4573487,17.0,0.0
1988,695,4217963,17.0,1.0
1988,1218,7060763,17.0,2.0
1988,4,3599080,17.0,3.0
1988,816,5119070,17.0,4.0
1988,313,1304946,17.0,5.0
1989,87,4270368,17.0,0.0
1989,157,4262150,17.0,1.0
1989,353,7131057,17.0,2.0
1989,2,3415806,17.0,3.0
1989,352,5807846,17.0,4.0
1989,176,2599321,17.0,5.0
1989,482,4444822,17.0,0.0
1989,664,4320494,17.0,1.0
1989,1117,7132941,17.0,2.0
1989,1,3600459,17.0,3.0
1989,703,5101514,17.0,4.0
1989,267,1338351,17.0,5.0
1990,85,4138638,17.0,0.0
1990,180,4366845,17.0,1.0
1990,360,7196514,17.0,2.0
1990,0,3445865,17.0,3.0
1990,340,5762152,17.0,4.0
1990,154,2625749,17.0,5.0
1990,528,4317816,17.0,0.0
1990,763,4427270,17.0,1.0
1990,1246,7192919,17.0,2.0
1990,2,3630327,17.0,3.0
1990,721,5093581,17.0,4.0
1990,264,1360178,17.0,5.0
1991,93,4021225,17.0,0.0
1991,161,4465693,17.0,1.0
1991,336,7264229,17.0,2.0
1991,1,3486666,17.0,3.0
1991,311,5765907,17.0,4.0
1991,151,2671099,17.0,5.0
1991,481,4218626,17.0,0.0
1991,801,4577587,17.0,1.0
1991,1342,7271111,17.0,2.0
1991,4,3687655,17.0,3.0
1991,628,5106574,17.0,4.0
1991,238,1367055,17.0,5.0
1992,91,3882211,17.0,0.0
1992,191,4529424,17.0,1.0
1992,347,7352110,17.0,2.0
1992,0,3544844,17.0,3.0
1992,299,5765146,17.0,4.0
1992,143,2670510,17.0,5.0
1992,500,4077682,17.0,0.0
1992,785,4655305,17.0,1.0
1992,1361,7357267,17.0,2.0
1992,2,3742157,17.0,3.0
1992,693,5128063,17.0,4.0
1992,216,1371639,17.0,5.0
1993,82,3760574,17.0,0.0
1993,181,4569482,17.0,1.0
1993,335,7448149,17.0,2.0
1993,2,3608700,17.0,3.0
1993,263,5792600,17.0,4.0
1993,166,2647900,17.0,5.0
1993,501,3957719,17.0,0.0
1993,773,4707275,17.0,1.0
1993,1274,7453705,17.0,2.0
1993,12,3806053,17.0,3.0
1993,652,5170730,17.0,4.0
1993,221,1361095,17.0,5.0
1994,82,3674808,17.0,0.0
1994,176,4606941,17.0,1.0
1994,324,7557704,17.0,2.0
1994,4,3642837,17.0,3.0
1994,256,5816530,17.0,4.0
1994,148,2619957,17.0,5.0
1994,445,3868779,17.0,0.0
1994,881,4751200,17.0,1.0
1994,1242,7561779,17.0,2.0
1994,9,3837961,17.0,3.0
1994,595,5209306,17.0,4.0
1994,218,1349491,17.0,5.0
1995,81,3624373,17.0,0.0
1995,143,4614434,17.0,1.0
1995,344,7672199,17.0,2.0
1995,4,3664274,17.0,3.0
1995,237,5746814,17.0,4.0
1995,152,2692330,17.0,5.0
1995,419,3811646,17.0,0.0
1995,858,4776564,17.0,1.0
1995,1247,7691950,17.0,2.0
1995,6,3859464,17.0,3.0
1995,602,5179979,17.0,4.0
1995,222,1412937,17.0,5.0
1996,88,3564927,17.0,0.0
1996,190,4613261,17.0,1.0
1996,350,7826169,17.0,2.0
1996,0,3697226,17.0,3.0
1996,218,5677006,17.0,4.0
1996,134,2740309,17.0,5.0
1996,362,3746067,17.0,0.0
1996,858,4786490,17.0,1.0
1996,1189,7859858,17.0,2.0
1996,6,3894281,17.0,3.0
1996,552,5146338,17.0,4.0
1996,218,1460275,17.0,5.0
1997,82,3520027,17.0,0.0
1997,171,4576730,17.0,1.0
1997,358,7970382,17.0,2.0
1997,4,3732059,17.0,3.0
1997,224,5648065,17.0,4.0
1997,107,2771148,17.0,5.0
1997,411,3696059,17.0,0.0
1997,832,4758740,17.0,1.0
1997,1180,8015651,17.0,2.0
1997,3,3929285,17.0,3.0
1997,519,5148166,17.0,4.0
1997,252,1500323,17.0,5.0
1998,101,3501036,17.0,0.0
1998,177,4508772,17.0,1.0
1998,334,8098801,17.0,2.0
1998,4,3753737,17.0,3.0
1998,244,5664521,17.0,4.0
1998,122,2797439,17.0,5.0
1998,382,3673423,17.0,0.0
1998,968,4695840,17.0,1.0
1998,1280,8158001,17.0,2.0
1998,2,3949849,17.0,3.0
1998,571,5191604,17.0,4.0
1998,204,1534356,17.0,5.0
1999,88,3503102,17.0,0.0
1999,171,4419817,17.0,1.0
1999,369,8226330,17.0,2.0
1999,1,3778962,17.0,3.0
1999,232,5703910,17.0,4.0
1999,144,2807489,17.0,5.0
1999,393,3680455,17.0,0.0
1999,839,4615720,17.0,1.0
1999,1361,8305433,17.0,2.0
1999,4,3975507,17.0,3.0
1999,604,5254251,17.0,4.0
1999,242,1562363,17.0,5.0
2000,101,3523496,17.0,0.0
2000,167,4332330,17.0,1.0
2000,386,8366055,17.0,2.0
2000,4,3768300,17.0,3.0
2000,212,5750273,17.0,4.0
2000,109,2816810,17.0,5.0
2000,390,3709456,17.0,0.0
2000,768,4536556,17.0,1.0
2000,1357,8459117,17.0,2.0
2000,5,3967341,17.0,3.0
2000,568,5314648,17.0,4.0
2000,223,1589527,17.0,5.0
2001,72,3581981,17.0,0.0
2001,136,4251558,17.0,1.0
2001,373,8374702,17.0,2.0
2001,3,3714668,17.0,3.0
2001,239,5820231,17.0,4.0
2001,106,2801024,17.0,5.0
2001,361,3650328,17.0,0.0
2001,723,4243590,17.0,1.0
2001,1317,8222369,17.0,2.0
2001,4,3902253,17.0,3.0
2001,569,5390372,17.0,4.0
2001,225,1618917,17.0,5.0
2002,90,3642294,17.0,0.0
2002,170,4149794,17.0,1.0
2002,349,8405892,17.0,2.0
2002,5,3706268,17.0,3.0
2002,222,5969004,17.0,4.0
2002,117,2817222,17.0,5.0
2002,323,3758190,17.0,0.0
2002,747,4114056,17.0,1.0
2002,1350,8250038,17.0,2.0
2002,5,3896912,17.0,3.0
2002,564,5545751,17.0,4.0
2002,175,1653523,17.0,5.0
2003,91,3718206,17.0,0.0
2003,144,4059897,17.0,1.0
2003,381,8432837,17.0,2.0
2003,2,3677964,17.0,3.0
2003,207,6085995,17.0,4.0
2003,104,2821243,17.0,5.0
2003,316,3854815,17.0,0.0
2003,637,4023648,17.0,1.0
2003,1311,8282037,17.0,2.0
2003,2,3868048,17.0,3.0
2003,575,5665717,17.0,4.0
2003,209,1681364,17.0,5.0
2004,88,3785230,17.0,0.0
2004,150,3993258,17.0,1.0
2004,423,8494403,17.0,2.0
2004,1,3642427,17.0,3.0
2004,244,6170678,17.0,4.0
2004,115,2829135,17.0,5.0
2004,315,3953382,17.0,0.0
2004,599,3960327,17.0,1.0
2004,1422,8324962,17.0,2.0
2004,4,3832497,17.0,3.0
2004,601,5755684,17.0,4.0
2004,221,1713028,17.0,5.0
2005,88,3856149,17.0,0.0
2005,162,3983494,17.0,1.0
2005,405,8555323,17.0,2.0
2005,4,3591721,17.0,3.0
2005,237,6236531,17.0,4.0
2005,97,2844822,17.0,5.0
2005,296,4029567,17.0,0.0
2005,563,3951996,17.0,1.0
2005,1359,8397155,17.0,2.0
2005,4,3781379,17.0,3.0
2005,617,5831367,17.0,4.0
2005,215,1749520,17.0,5.0
2006,74,3911869,17.0,0.0
2006,138,3955936,17.0,1.0
2006,397,8633179,17.0,2.0
2006,3,3532047,17.0,3.0
2006,238,6287636,17.0,4.0
2006,86,2866699,17.0,5.0
2006,308,4108191,17.0,0.0
2006,562,3940414,17.0,1.0
2006,1457,8462315,17.0,2.0
2006,4,3709139,17.0,3.0
2006,656,5891585,17.0,4.0
2006,199,1792119,17.0,5.0
2007,70,3963103,17.0,0.0
2007,132,3923507,17.0,1.0
2007,354,8709169,17.0,2.0
2007,4,3479755,17.0,3.0
2007,230,6345128,17.0,4.0
2007,82,2886921,17.0,5.0
2007,309,4193170,17.0,0.0
2007,547,3935970,17.0,1.0
2007,1332,8519029,17.0,2.0
2007,10,3648686,17.0,3.0
2007,613,5943853,17.0,4.0
2007,214,1834466,17.0,5.0
2008,81,4000750,17.0,0.0
2008,156,3915840,17.0,1.0
2008,420,8751380,17.0,2.0
2008,7,3443457,17.0,3.0
2008,207,6414224,17.0,4.0
2008,88,2901507,17.0,5.0
2008,323,4214828,17.0,0.0
2008,617,3984635,17.0,1.0
